typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20130101","2013","52","2013","276","DEU","Germany","X","Export","0","W00","World","0","W00","World","H4","HS","true","2702","Lignite; whether or not agglomerated, excluding jet","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1303839149","false","8","kg","1303839149","false","1303839149","false",,"false",,"160702393.896","160702393.896","0","false","true",
"C","A","20130101","2013","52","2013","300","GRC","Greece","X","Export","0","W00","World","0","W00","World","H4","HS","true","2702","Lignite; whether or not agglomerated, excluding jet","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16975690","false","-1","N/A",,"false","16975690","false",,"false",,"676401","676401","0","true","false",
"C","A","20130101","2013","52","2013","276","DEU","Germany","X","Export","0","W00","World","0","W00","World","H4","HS","true","2704","Coke and semi-coke; of coal, lignite or peat, whether or not agglomerated; retort carbon","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","352442983","false","8","kg","352442983","false","352442983","false",,"false",,"108788096.547","108788096.547","0","false","true",
"C","A","20130101","2013","52","2013","300","GRC","Greece","X","Export","0","W00","World","0","W00","World","H4","HS","true","2704","Coke and semi-coke; of coal, lignite or peat, whether or not agglomerated; retort carbon","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","46220","false","-1","N/A",,"false","46220","false",,"false",,"18465","18465","0","true","false",
"C","A","20130101","2013","52","2013","320","GTM","Guatemala","X","Export","0","W00","World","0","W00","World","H4","HS","true","2704","Coke and semi-coke; of coal, lignite or peat, whether or not agglomerated; retort carbon","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1805","false","-1","N/A",,"false","1805","false",,"false",,"105113","105113","0","true","false",
"C","A","20130101","2013","52","2013","324","GIN","Guinea","X","Export","0","W00","World","0","W00","World","H4","HS","true","2704","Coke and semi-coke; of coal, lignite or peat, whether or not agglomerated; retort carbon","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","372","false","-1","N/A",,"false","372","false",,"false",,"715","715","0","true","false",
"C","A","20130101","2013","52","2013","348","HUN","Hungary","X","Export","0","W00","World","0","W00","World","H4","HS","true","2701","Coal; briquettes, ovoids and similar solid fuels manufactured from coal","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","42547462","false","-1","N/A",,"false","42547462","false",,"false",,"3817571","3817571","0","true","false",
"C","A","20130101","2013","52","2013","360","IDN","Indonesia","X","Export","0","W00","World","0","W00","World","H4","HS","true","2701","Coal; briquettes, ovoids and similar solid fuels manufactured from coal","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","381519673543","false","-1","N/A",,"false","381519673543","false",,"false",,"22773242167","22773242167","0","true","false",
"C","A","20130101","2013","52","2013","364","IRN","Iran","X","Export","0","W00","World","0","W00","World","H4","HS","true","2701","Coal; briquettes, ovoids and similar solid fuels manufactured from coal","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","310010821","false","8","kg","310010821","false","310010821","false","0","false",,"14798314.95","14798314.95","0","false","true",
"C","A","20130101","2013","52","2013","372","IRL","Ireland","X","Export","0","W00","World","0","W00","World","H4","HS","true","2701","Coal; briquettes, ovoids and similar solid fuels manufactured from coal","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","47150212","false","8","kg","47150212","false","47150212","false","0","false","0","12877345.8","12877345.8","0","false","true",
